CLI,term,int_rate,installment,grade,sub_grade,emp_length,home_ownership,annual_inc,verification_status,loan_status,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_amnt,last_credit_pull_d
22000, 60 months,21.67,603.5,F,F3,< 1 year,RENT,55000,Verified,Fully Paid,15.62,0,1-Apr,1,,,9,0,20154,79.4,27,0,0,25023.2,24994.78,22000.01,3023.19,0,0,0,407.7,13-Oct
12000, 36 months,14.65,413.94,C,C3,1 year,RENT,71000,Verified,Fully Paid,14.87,0,Jun-99,2,,,15,0,17972,71,38,0,0,12430.36,12430.36,12000,430.36,0,0,0,11605.56,16-Jan
15600, 60 months,12.69,352.48,B,B5,10+ years,RENT,50000,Source Verified,Current,5.78,0,3-Jun,1,,,8,0,8079,35.7,11,3968.14,3968.14,16894.08,16894.08,11631.87,5262.21,0,0,0,352.48,16-Jan
10800, 36 months,12.42,360.89,B,B4,8 years,RENT,135000,Verified,Fully Paid,12.12,0,2-Oct,0,,,14,0,18467,74.5,23,0,0,13004.14287,13004.14,10800,2204.14,0,0,0,372.99,15-Jan
14000, 36 months,12.42,467.82,B,B4,10+ years,MORTGAGE,63000,Not Verified,Fully Paid,7.35,0,Nov-93,0,,,5,0,17212,97.8,19,0,0,16789.07137,16789.07,14000,2789.07,0,0,0,2309.01,14-Sep
18825, 60 months,17.58,473.75,D,D4,4 years,MORTGAGE,44000,Verified,Current,24.98,0,Jan-00,0,65,,9,0,14092,93.2,20,5199.06,5192.07,22698.14,22668.18,13625.93,9072.21,0,0,0,473.75,16-Jan
6000, 36 months,13.49,203.59,C,C1,5 years,MORTGAGE,50000,Not Verified,Fully Paid,15.58,0,3-May,1,49,,8,0,7361,83.6,14,0,0,7325.298968,7325.3,6000,1325.3,0,0,0,215.51,16-Jan
12000, 36 months,9.91,386.7,B,B1,5 years,RENT,80000,Not Verified,Fully Paid,14.83,0,Oct-00,0,,,11,0,17536,67.7,21,0,0,13905.99717,13906,12000,1906,0,0,0,965.7,16-Jan
10000, 36 months,12.42,334.16,B,B4,4 years,RENT,45000,Not Verified,Fully Paid,10.45,0,5-Feb,0,,,14,0,10177,51.6,19,0,0,12025.47063,12025.47,10000,2025.47,0,0,0,348.59,16-Jan
8000, 36 months,7.9,250.33,A,A4,2 years,RENT,78000,Not Verified,Fully Paid,6.09,0,6-Jan,1,,,16,0,15988,55.9,31,0,0,8846.24,8846.24,8000,846.24,0,0,0,1095.85,15-Dec
14125, 36 months,9.91,455.18,B,B1,1 year,RENT,33000,Verified,Fully Paid,23.13,0,Dec-97,3,,,12,0,19472,66,20,0,0,16055.99,16055.99,14125,1930.99,0,0,0,6054.96,13-Dec
14000, 36 months,12.69,469.63,B,B5,5 years,RENT,62800,Not Verified,Fully Paid,19.24,0,Nov-94,1,,,10,0,13579,64.5,18,0,0,16897.17981,16897.18,14000,2897.18,0,0,0,956.54,16-Jan
8975, 60 months,17.27,224.36,D,D3,3 years,RENT,26400,Source Verified,Fully Paid,9.64,0,6-Nov,3,,,8,0,7411,50.1,12,0,0,10200.26,10200.26,8975,1225.26,0,0,0,8187.44,15-Sep
4000, 36 months,19.03,146.69,E,E2,10+ years,MORTGAGE,80000,Not Verified,Fully Paid,20.59,1,Jul-97,2,15,,30,0,6654,22.6,56,0,0,4340.62,4340.62,4000,340.62,0,0,0,785.51,16-Jan
4000, 36 months,12.69,134.18,B,B5,2 years,RENT,25000,Not Verified,Charged Off,6.86,0,5-Feb,3,,,5,0,8546,79.7,13,0,0,2022.66,2022.66,1373.86,498.22,0,150.58,1.55,134.18,14-Aug
10500, 36 months,6.03,319.58,A,A1,10+ years,MORTGAGE,65000,Source Verified,Fully Paid,10.36,0,Nov-81,0,,,8,0,10729,18.7,16,0,0,11503.77547,11503.78,10500,1003.78,0,0,0,643.26,14-Dec
5500, 36 months,7.9,172.1,A,A4,10+ years,OWN,59000,Source Verified,Fully Paid,6.65,0,Oct-91,0,35,52,10,1,9130,43.3,23,0,0,6171.267137,6171.27,5500,671.27,0,0,0,1186.09,14-Jul
7350, 36 months,11.71,243.11,B,B3,1 year,RENT,33000,Verified,Fully Paid,22.51,0,May-98,1,,,13,0,24782,77.9,23,0,0,8725.632456,8725.63,7350,1375.63,0,0,0,1204.05,14-Sep
10000, 36 months,12.42,334.16,B,B4,10+ years,RENT,39000,Source Verified,Charged Off,18.31,0,Aug-98,1,,,7,0,11691,90.6,19,0,0,11604.88,11604.88,9635.96,1956.9,0,12.02,0,4378.02,16-Jan
12000, 36 months,7.51,373.33,A,A3,10+ years,RENT,42000,Not Verified,Fully Paid,10.74,0,Jun-94,1,,,7,0,18913,43,17,0,0,13456.32312,13456.32,12000,1441.33,14.99068248,0,0,24.36,15-Jan
5000, 60 months,11.71,110.5,B,B3,5 years,MORTGAGE,38004,Not Verified,Fully Paid,23.78,0,6-Nov,0,,,12,0,10023,57.3,17,0,0,6534.43,6534.43,5000,1534.43,0,0,0,1561.93,16-Jan
8000, 60 months,11.71,176.79,B,B3,3 years,OWN,31000,Source Verified,Fully Paid,16.22,0,6-Mar,3,,,13,0,2751,34.4,29,0,0,8306.47,8306.47,8000,306.47,0,0,0,7778.22,12-May
4500, 36 months,8.9,142.89,A,A5,10+ years,MORTGAGE,50700,Verified,Fully Paid,23.43,0,Sep-96,0,,,10,0,9127,24.4,20,0,0,5050.37,5050.37,4500,550.37,0,0,0,1912.16,16-Jan
18000, 36 months,12.42,601.48,B,B4,1 year,OWN,75000,Verified,Fully Paid,12.51,0,Apr-91,2,,,9,0,14810,66.1,27,0,0,21629.24351,21599.23,18000,3629.24,0,0,0,1805.88,16-Jan
12300, 60 months,13.49,282.96,C,C1,2 years,MORTGAGE,30000,Source Verified,Current,12.76,0,2-Nov,1,,,8,0,10981,55.5,12,3174.77,3174.77,13556.6,13556.6,9125.24,4431.36,0,0,0,282.96,16-Jan
12000, 36 months,13.49,407.17,C,C1,6 years,RENT,40000,Not Verified,Fully Paid,15.72,0,Aug-99,0,77,,8,0,10790,80.5,13,0,0,12761.93,12761.93,12000,761.93,0,0,0,10731.86,12-Jul
10000, 36 months,13.49,339.31,C,C1,10+ years,MORTGAGE,50000,Not Verified,Fully Paid,5.88,1,Sep-98,2,13,,5,0,8899,47.6,15,0,0,12077.32731,12077.33,10000,2077.33,0,0,0,2939.1,15-Jan
6000, 36 months,7.9,187.75,A,A4,7 years,MORTGAGE,80000,Not Verified,Fully Paid,8.87,0,Jul-93,4,,,8,0,19071,30.3,29,0,0,6633.12,6633.12,6000,633.12,0,0,0,2695.52,13-Oct
12000, 36 months,12.69,402.54,B,B5,4 years,RENT,40000,Not Verified,Fully Paid,22.2,0,Nov-98,1,,,9,0,16273,55.5,23,0,0,14006.68,14006.68,12000,2006.68,0,0,0,5971.51,16-Jan
12000, 36 months,8.9,381.04,A,A5,7 years,RENT,80000,Not Verified,Charged Off,9.13,0,3-Oct,0,,,8,0,13088,83.5,16,0,0,10411.4,10411.4,8330.52,1564.56,0,516.32,5.0436,381.04,14-Jul
7000, 36 months,11.71,231.54,B,B3,2 years,RENT,75000,Source Verified,Fully Paid,15.57,0,1-Jan,0,,,7,0,22196,94.1,17,0,0,8331.940085,8331.94,7000,1331.94,0,0,0,243.64,14-Dec
26825, 60 months,18.64,690.56,E,E1,8 years,MORTGAGE,85000,Verified,Fully Paid,12,0,Jan-95,1,,,16,0,31071,53,50,0,0,28061.33,28035.18,26825,1236.33,0,0,0,26684.35,16-Jan
1400, 36 months,7.9,43.81,A,A4,1 year,RENT,28800,Not Verified,Fully Paid,10,0,3-Jun,1,,,5,0,2016,9.9,7,0,0,1478.87,1478.87,1400,78.87,0,0,0,817.34,13-Aug
16000, 60 months,13.49,368.08,C,C1,10+ years,RENT,35000,Verified,Charged Off,16.22,0,2-Jul,1,,,6,0,19184,58.5,14,0,0,10343.32,10343.32,5147.59,3678.41,0,1517.32,15.1732,368.08,14-May
3200, 36 months,9.91,103.12,B,B1,9 years,RENT,61200,Not Verified,Fully Paid,2.16,0,Dec-99,0,,113,5,1,2795,33.3,17,0,0,3709.19273,3709.19,3200,509.19,0,0,0,317.41,15-Mar
8000, 36 months,7.9,250.33,A,A4,1 year,RENT,40000,Not Verified,Fully Paid,13.35,0,Dec-96,0,,,4,0,2440,34.4,11,0,0,8986.263663,8986.26,8000,986.26,0,0,0,1483.12,14-Aug
11875, 60 months,12.69,268.32,B,B5,< 1 year,RENT,25920,Source Verified,Charged Off,23.75,0,1-Apr,0,,,8,0,13932,94.1,28,0,0,1185.35,1185.35,285.76,248.58,0,651.01,117.1818,268.32,12-Jul
5000, 36 months,6.03,152.18,A,A1,9 years,MORTGAGE,54000,Not Verified,Fully Paid,3.82,0,Dec-98,0,,,6,0,1779,4,14,0,0,5410.75,5410.75,5000,410.75,0,0,0,2065.02,13-Dec
1800, 36 months,6.62,55.27,A,A2,10+ years,RENT,18000,Not Verified,Fully Paid,23.8,0,1-Feb,0,,,5,0,1792,39.8,12,0,0,1880.09,1880.09,1800,80.09,0,0,0,1440.67,14-Jan
35000, 36 months,8.9,1111.37,A,A5,5 years,RENT,85000,Verified,Fully Paid,17.73,0,1-Jul,0,,,7,0,16720,61.5,13,0,0,37304.76,37304.76,35000,2304.76,0,0,0,27308.49,12-Oct
18000, 36 months,8.9,571.56,A,A5,5 years,RENT,78000,Verified,Fully Paid,7,0,Oct-98,1,,,6,0,17769,66.3,10,0,0,19883.16,19827.94,18000,1883.16,0,0,0,10185.73,13-Jun
14000, 36 months,7.9,438.07,A,A4,10+ years,OWN,45600,Not Verified,Charged Off,19.74,0,Jun-92,0,,,5,0,15846,63.9,10,0,0,6130.32,6130.32,5053.24,1077.08,0,0,0,438.07,16-Jan
5000, 36 months,12.42,167.08,B,B4,2 years,RENT,70000,Not Verified,Fully Paid,20.06,0,4-Mar,1,,,14,0,13543,54.2,26,0,0,5501.16,5501.16,5000,501.16,0,0,0,3833.62,15-Jul
8000, 36 months,15.96,281.1,C,C5,4 years,RENT,70000,Source Verified,Fully Paid,14.04,0,Apr-00,2,,,10,0,24072,91.9,30,0,0,9993.120439,9993.12,8000,1993.12,0,0,0,644.42,16-Jan
10000, 36 months,6.03,304.36,A,A1,9 years,MORTGAGE,80000,Not Verified,Fully Paid,12.99,0,Sep-87,0,,,7,0,27644,45.2,17,0,0,10840.08,10840.08,10000,840.08,0,0,0,3845.46,14-Jan
10000, 36 months,7.51,311.11,A,A3,5 years,RENT,50000,Verified,Fully Paid,4.63,0,6-Mar,2,,,8,0,6592,25.7,25,0,0,11019.26,10991.72,10000,1019.26,0,0,0,2375.97,14-Feb
12000, 36 months,12.42,400.99,B,B4,10+ years,MORTGAGE,35000,Verified,Fully Paid,18.51,0,Dec-98,0,,,10,0,8198,75.7,13,0,0,14432.91814,14432.92,12000,2432.92,0,0,0,409.71,14-Dec
23200, 36 months,7.9,725.94,A,A4,3 years,MORTGAGE,65000,Verified,Fully Paid,27.99,0,1-Oct,0,,,10,0,36381,47,34,0,0,24554.42,24527.96,23199.99,1354.43,0,0,0,18024.97,16-Jan
18000, 60 months,15.27,430.78,C,C4,1 year,MORTGAGE,84000,Verified,Current,11.41,0,Dec-98,3,,,11,0,22542,83.2,23,4791.06,4784.32,20631.16,20602.66,13208.94,7422.22,0,0,0,430.78,16-Jan
4800, 36 months,15.27,167.03,C,C4,10+ years,MORTGAGE,75000,Not Verified,Fully Paid,9.3,0,3-Mar,1,,,13,0,22195,73.7,18,0,0,6005.123937,6005.12,4800,1205.12,0,0,0,190.27,14-Dec
7300, 36 months,11.71,241.46,B,B3,6 years,RENT,35000,Not Verified,Fully Paid,16.42,0,2-Aug,1,,,10,0,9628,44.6,17,0,0,8654.581877,8654.58,7300,1354.58,0,0,0,1426.64,16-Jan
10400, 36 months,9.91,335.14,B,B1,6 years,RENT,40000,Source Verified,Fully Paid,11.67,0,Oct-99,2,,,7,0,11624,80.6,19,0,0,12022.8865,12022.89,10400,1622.89,0,0,0,1976.75,16-Jan
6600, 36 months,9.91,212.69,B,B1,1 year,MORTGAGE,100000,Not Verified,Fully Paid,15.53,0,2-Jul,2,,,10,0,2171,27.8,30,0,0,7274.62,7274.62,6600,674.62,0,0,0,4304.99,16-Jan
12000, 36 months,8.9,381.04,A,A5,7 years,OWN,40000,Not Verified,Fully Paid,9.45,0,2-May,0,73,,12,0,13756,37.4,20,0,0,13715.45783,13715.46,12000,1715.46,0,0,0,391.28,15-Sep
13250, 36 months,17.27,474.19,D,D3,10+ years,RENT,52000,Verified,Fully Paid,23.7,0,Aug-98,0,70,,8,0,15002,91.5,18,0,0,15650.39,15650.39,13250,2400.39,0,0,0,9026.78,16-Jan
12000, 36 months,11.71,396.92,B,B3,3 years,RENT,92500,Source Verified,Fully Paid,15.97,0,6-Mar,2,,,11,0,9558,56.2,21,0,0,14286.72251,14286.72,12000,2286.72,0,0,0,404.66,14-Dec
25000, 36 months,9.91,805.63,B,B1,9 years,RENT,61000,Source Verified,Fully Paid,10.35,0,Jul-96,0,,,5,0,23712,49.4,10,0,0,29000.83503,29000.84,25000,4000.84,0,0,0,812.89,16-Jan
6000, 36 months,10.65,195.44,B,B2,10+ years,RENT,36000,Not Verified,Fully Paid,14.43,0,Jan-97,1,29,,5,0,13626,48.5,9,0,0,7033.840265,7033.84,6000,1033.84,0,0,0,204.1,14-Dec
12000, 36 months,7.51,373.33,A,A3,10+ years,MORTGAGE,68000,Not Verified,Fully Paid,7.08,0,Jan-91,1,,,7,0,15433,55.6,34,0,0,12554.01,12554.01,12000,554.01,0,0,0,473.95,13-Sep
14400, 36 months,11.71,476.3,B,B3,1 year,RENT,80000,Not Verified,Fully Paid,16.35,0,Nov-95,1,,,10,0,19983,48.4,16,0,0,15543.7,15543.7,14400,1143.7,0,0,0,11736.19,16-Jan
10000, 36 months,12.42,334.16,B,B4,10+ years,RENT,43000,Not Verified,Fully Paid,11.58,0,Apr-00,0,51,,13,0,13034,65.5,33,0,0,12026.29966,12026.3,10000,2026.3,0,0,0,345.52,16-Jan
8000, 36 months,11.71,264.61,B,B3,1 year,RENT,150000,Not Verified,Fully Paid,2.48,1,Jul-96,0,5,,5,0,9722,56.2,8,0,0,9522.45744,9522.46,8000,1522.46,0,0,0,278.01,15-Mar
8000, 36 months,16.29,282.41,D,D1,5 years,RENT,50000,Not Verified,Charged Off,13.22,0,5-Nov,0,,,9,0,5106,72.9,12,0,0,4533.54,4533.54,2798.78,1436.44,0,298.32,3.09,287.45,13-Sep
30000, 60 months,12.42,673.72,B,B4,3 years,RENT,70000,Source Verified,Charged Off,0.94,0,6-Jul,0,,,7,0,1159,3.2,14,0,0,17179.15,14854.83,8464.18,5679.62,33.68658497,3001.66,30.0166,673.72,14-Feb
18000, 60 months,16.77,445.13,D,D2,6 years,OWN,40000,Not Verified,Charged Off,18.42,0,Nov-00,3,,,7,0,11147,73.4,20,0,0,11229.37,11229.37,4677.94,4651.94,0,1899.49,18.8164,445.13,14-Feb
13250, 36 months,11.71,438.26,B,B3,2 years,OWN,35000,Not Verified,Fully Paid,22.35,0,4-Aug,1,,,16,0,10014,67.2,21,0,0,15775.48747,15775.49,13250,2525.49,0,0,0,444.97,15-Oct
14000, 36 months,14.27,480.33,C,C2,6 years,RENT,80000,Not Verified,Fully Paid,16.21,0,2-Aug,0,,,8,0,11546,96.2,11,0,0,17282.30673,17282.31,14000,3282.31,0,0,0,509.76,14-Dec
20000, 60 months,20.3,533.23,E,E5,10+ years,OWN,59000,Verified,Charged Off,20.91,0,Aug-00,2,,,16,0,32137,83.1,32,0,0,16063.42,16043.48,6317.7,7790.84,0,1954.88,19.5488,281.46,14-Jul
10000, 36 months,16.29,353.01,D,D1,10+ years,RENT,40000,Verified,Fully Paid,24.39,0,1-Aug,1,,,7,0,11665,96.4,18,0,0,12455.59,12455.59,10000,2455.59,0,0,0,3641.77,16-Jan
23250, 60 months,20.3,619.88,E,E5,5 years,RENT,85000,Verified,Fully Paid,20.16,0,3-Dec,0,,,11,0,31306,74.5,24,0,0,36085.55828,36007.96,23250,12835.56,0,0,0,8847.24,16-Jan
4000, 36 months,6.03,121.75,A,A1,1 year,RENT,55000,Not Verified,Fully Paid,7.05,0,1-Oct,0,,,7,0,2189,43.8,18,0,0,4355.443114,4355.44,4000,355.44,0,0,0,1192.02,14-Apr
13000, 36 months,9.91,418.93,B,B1,6 years,RENT,110000,Not Verified,Fully Paid,8.38,0,1-Jun,0,,,8,0,9599,81.3,14,0,0,14957.75365,14957.75,13000,1957.75,0,0,0,3659.9,16-Jan
28000, 36 months,12.69,939.26,B,B5,5 years,RENT,100000,Source Verified,Fully Paid,12.35,0,Oct-00,0,,,7,0,5739,67.5,15,0,0,33809.04918,33809.05,28000,5809.05,0,0,0,953.93,14-Dec
10000, 36 months,13.49,339.31,C,C1,3 years,RENT,62000,Not Verified,Fully Paid,11.52,0,Oct-00,0,,,9,0,16462,79.1,20,0,0,11250.9,11250.9,10000,1250.9,0,0,0,7193.77,16-Jan
20000, 36 months,7.9,625.81,A,A4,< 1 year,RENT,45000,Verified,Fully Paid,9.25,0,Nov-81,1,,,8,0,14386,74.9,10,0,0,22527.93726,22527.94,20000,2527.94,0,0,0,631.87,15-Oct
18000, 36 months,9.91,580.05,B,B1,5 years,RENT,110000,Verified,Fully Paid,10,0,Jan-00,1,,,8,0,12371,62.5,22,0,0,19205.83,19152.49,18000,1205.83,0,0,0,14579.33,14-Aug
9000, 60 months,19.91,238,E,E4,3 years,RENT,60000,Verified,Charged Off,22.56,0,Dec-97,1,,,17,0,21321,91.1,30,0,0,5227.64,5227.64,2327.73,2899.91,0,0,0,238,16-Jan
25000, 60 months,18.64,643.58,E,E1,10+ years,RENT,61500,Verified,Charged Off,12.6,1,Apr-00,0,22,,11,0,24278,60.8,25,0,0,25775.38,25749.68,13993.4,11732.12,32.18,17.68,3.1824,643.58,16-Jan
10000, 36 months,11.71,330.76,B,B3,3 years,RENT,33000,Not Verified,Fully Paid,8.69,0,Apr-00,0,,,6,0,6621,88.3,9,0,0,11838.8778,11838.88,10000,1838.88,0,0,0,2258.8,15-Jul
4200, 36 months,6.03,127.83,A,A1,3 years,RENT,61000,Not Verified,Fully Paid,8.92,0,3-Oct,0,,,7,0,4228,12.9,16,0,0,4601.62011,4601.62,4200,401.62,0,0,0,129.65,16-Jan
20000, 60 months,15.27,478.64,C,C4,10+ years,OWN,78216,Verified,Charged Off,10.79,0,Jul-95,1,,,8,0,25161,80.3,21,0,0,5797.78,5790.61,2367.51,2405.39,0,1024.88,9.89,478.64,13-Mar
18000, 60 months,17.27,449.97,D,D3,1 year,MORTGAGE,62000,Verified,Default,7.82,0,Aug-88,2,61,,8,0,11273,86.7,30,6405.39,6396.45,19767.48,19740.11,11594.61,8172.87,0,0,0,449.97,16-Jan
24000, 36 months,16.29,847.21,D,D1,2 years,RENT,50964,Verified,Fully Paid,8.83,1,3-Sep,1,13,,7,0,16318,69.4,13,0,0,30497.29156,30497.29,24000,6497.29,0,0,0,853.26,14-Dec
4475, 36 months,15.27,155.72,C,C4,3 years,RENT,43680,Not Verified,Fully Paid,18.79,0,Dec-00,2,,,17,0,4489,33.5,29,0,0,5601.556133,5601.56,4475,1126.56,0,0,0,168.52,16-Jan
20000, 60 months,14.65,472.14,C,C3,2 years,MORTGAGE,56000,Verified,Current,12.15,0,Jul-93,1,,,9,0,19348,59.9,15,5241.44,5228.34,22660.12,22603.47,14758.56,7901.56,0,0,0,472.14,16-Jan
12000, 36 months,12.42,400.99,B,B4,5 years,RENT,50700,Source Verified,Fully Paid,22.49,0,3-Sep,0,,,12,0,18682,80.8,18,0,0,14431.5364,14431.54,12000,2431.54,0,0,0,414.83,14-Dec
18000, 60 months,17.58,452.98,D,D4,n/a,MORTGAGE,60000,Verified,Fully Paid,21.96,0,3-Mar,1,75,,11,0,5945,83.7,28,0,0,26369.52552,26369.53,18000,8369.53,0,0,0,6909.59,15-Sep
5000, 36 months,12.42,167.08,B,B4,2 years,RENT,30000,Source Verified,Charged Off,23.84,0,1-Jun,2,,,8,0,7980,89.7,40,0,0,833.7,833.7,587.51,246.19,0,0,0,167.08,16-Jan
3000, 36 months,6.03,91.31,A,A1,5 years,RENT,50000,Not Verified,Fully Paid,5.5,0,3-Dec,0,,,7,0,9616,29.4,15,0,0,3207.71,3207.71,3000,207.71,0,0,0,573.77,14-Aug
25000, 60 months,19.03,648.93,E,E2,10+ years,RENT,75000,Verified,Current,19.63,0,Jan-92,2,,,9,0,24150,91.5,13,7061.64,7054.49,31102.15,31071.23,17938.36,13163.79,0,0,0,648.93,16-Jan
18000, 60 months,19.03,467.23,E,E2,3 years,RENT,90000,Source Verified,Current,11.32,0,5-Aug,1,,,10,0,13371,85.2,16,5085.55,5085.55,22392.2,22392.2,12914.45,9477.75,0,0,0,467.23,16-Jan
12000, 36 months,9.91,386.7,B,B1,10+ years,RENT,55000,Not Verified,Charged Off,13,0,Mar-98,0,,,10,0,11774,75.5,17,0,0,5851.68,5851.68,4244.34,1162.46,0,444.88,4.55,386.7,13-Jul
20000, 36 months,15.27,695.96,C,C4,10+ years,MORTGAGE,50000,Verified,Fully Paid,4.34,0,2-Nov,1,28,,6,0,6855,52.7,12,0,0,25041.22844,25041.23,20000,5041.23,0,0,0,727.38,15-Aug
10000, 36 months,13.49,339.31,C,C1,3 years,RENT,84000,Verified,Fully Paid,13.87,0,7-Feb,0,55,,8,0,6046,68.7,10,0,0,12155.9177,12155.92,10000,2155.92,0,0,0,1990.92,16-Jan
15000, 36 months,12.42,501.23,B,B4,6 years,OWN,155000,Verified,Fully Paid,17.85,0,Mar-90,0,,,14,0,68319,74.9,41,0,0,17713.89,17713.89,15000,2713.89,0,0,0,5699.63,16-Jan
12000, 36 months,7.9,375.49,A,A4,< 1 year,MORTGAGE,62000,Source Verified,Fully Paid,8.71,0,2-Apr,0,,,10,0,18125,57.7,15,0,0,13448.7262,13448.73,12000,1448.73,0,0,0,2940.47,16-Jan
13475, 60 months,10.65,290.64,B,B2,2 years,MORTGAGE,175000,Verified,Current,5.23,0,Aug-82,0,,,12,0,16008,34.1,39,3324.85,3318.58,13903.92,13205.4,10150.15,3753.77,0,0,0,290.64,16-Jan
6300, 36 months,11.71,208.38,B,B3,2 years,RENT,30000,Not Verified,Fully Paid,7.2,0,Oct-91,1,38,,6,0,6274,84.3,11,0,0,7499.162449,7499.16,6300,1199.16,0,0,0,218.08,16-Jan
20000, 60 months,16.77,494.59,D,D2,7 years,RENT,50000,Verified,Current,22.82,0,Mar-95,1,,,12,0,16565,56.7,22,5440.58,5433.68,23717.44,20735.34,14559.42,9158.02,0,0,0,494.59,16-Jan
23150, 60 months,17.27,578.71,D,D3,8 years,MORTGAGE,208000,Source Verified,Fully Paid,7.94,0,Feb-93,0,24,,11,0,3761,23.5,79,0,0,26012.99,23132.31,23150,2862.99,0,0,0,21393.19,16-Jan
8250, 60 months,15.96,200.45,C,C5,2 years,MORTGAGE,35004,Verified,Fully Paid,15.6,2,3-Nov,1,2,,13,0,4479,7.7,21,0,0,10423.49,10100.42,8250,2173.49,0,0,0,6046.08,13-Dec
20000, 60 months,12.69,451.9,B,B5,7 years,OWN,85000,Source Verified,Current,10.21,0,2-Oct,0,,,13,0,17537,54.8,31,5085.8,5085.8,21660.78,19573.02,14914.19,6746.59,0,0,0,451.9,16-Jan
10000, 36 months,11.71,330.76,B,B3,5 years,RENT,32000,Not Verified,Charged Off,21.83,0,1-Oct,0,,,11,0,7346,59.6,23,0,0,1958.97,1958.97,1186.67,464.08,0,308.22,3.27,330.76,12-Oct
24000, 36 months,8.9,762.08,A,A5,10+ years,MORTGAGE,116400,Verified,Charged Off,3.94,0,Dec-92,4,,,14,0,3885,8.1,31,0,0,8649.71,8649.71,6036.95,1580.45,0,1032.31,10.25,762.08,15-Jun
14400, 36 months,12.69,483.05,B,B5,9 years,MORTGAGE,40000,Not Verified,Fully Paid,20.16,0,3-Jan,2,,,8,0,12248,79.5,13,0,0,17385.83708,17385.84,14400,2985.84,0,0,0,496.51,14-Dec
6000, 36 months,14.65,206.97,C,C3,7 years,RENT,34000,Not Verified,Fully Paid,21.39,0,2-Oct,2,45,,7,0,6546,88.5,13,0,0,7463.193559,7463.19,6000,1448.21,14.98115669,0,0,418.17,14-Dec
22000, 36 months,15.96,773.03,C,C5,5 years,MORTGAGE,73000,Verified,Fully Paid,22.47,0,Jan-95,1,30,,16,0,26721,85.1,32,0,0,27811.73074,27780.17,22000,5811.73,0,0,0,819.9,15-Jul
12000, 36 months,11.71,396.92,B,B3,10+ years,RENT,57200,Source Verified,Charged Off,16.36,0,May-00,0,,,11,0,22059,68.5,17,0,0,3564.9,3564.9,2613.54,951.36,0,0,0,396.92,16-Jan
16000, 36 months,16.77,568.62,D,D2,< 1 year,MORTGAGE,114000,Source Verified,Fully Paid,17.2,0,Jul-98,1,,,17,0,23096,64.2,34,0,0,20462.90627,20462.91,16000,4462.91,0,0,0,587.21,16-Jan
10000, 36 months,10.65,325.74,B,B2,10+ years,MORTGAGE,90000,Not Verified,Fully Paid,11.16,0,May-00,1,,,15,0,30660,59.4,22,0,0,11723.71263,11723.71,10000,1723.71,0,0,0,336.85,14-Dec
11625, 60 months,19.03,301.76,E,E2,8 years,MORTGAGE,54000,Source Verified,Current,16.89,0,4-Feb,0,52,,9,0,13771,56.2,22,3291.05,3291.05,14442.38,13819.42,8333.95,6108.43,0,0,0,301.76,16-Jan
10000, 36 months,12.69,335.45,B,B5,2 years,RENT,35000,Source Verified,Charged Off,12.03,0,Apr-00,1,,,10,0,10472,84.6,15,0,0,7690.46,7690.46,5358.77,1671.4,0,660.29,6.4601,335.45,14-Feb
3500, 36 months,13.49,118.76,C,C1,7 years,RENT,56000,Not Verified,Fully Paid,10.35,0,Jul-89,2,47,,14,0,6943,54.2,37,0,0,3615.21,3615.21,3500,115.21,0,0,0,3379.25,12-Dec
9600, 36 months,9.91,309.36,B,B1,5 years,RENT,35000,Not Verified,Fully Paid,16.49,0,Dec-96,0,,,8,0,10980,79,16,0,0,11082.04967,11082.05,9600,1482.05,0,0,0,2124.39,14-Jul
9875, 36 months,7.9,309,A,A4,10+ years,MORTGAGE,40000,Source Verified,Fully Paid,24.03,0,2-Jun,1,,,11,0,24129,63.7,16,0,0,11122.69106,11122.69,9875,1247.69,0,0,0,314.45,15-Jan
16975, 60 months,17.58,427.19,D,D4,2 years,OWN,59000,Verified,Fully Paid,22.86,0,May-90,1,75,,13,0,18723,81.8,16,0,0,19857.78,18048.15,16975,2882.78,0,0,0,12653.57,13-Sep
4800, 36 months,7.9,150.2,A,A4,6 years,RENT,48000,Source Verified,Fully Paid,13,0,6-Feb,1,,,7,0,2936,26,13,0,0,5080.25,5080.25,4800,280.25,0,0,0,3731.1,15-Dec
7800, 36 months,6.03,237.4,A,A1,10+ years,OWN,85000,Not Verified,Fully Paid,0.78,0,Jul-94,1,,,7,0,3878,6.2,12,0,0,8545.840368,8545.84,7800,745.84,0,0,0,4.89,15-Mar
20000, 36 months,14.27,686.18,C,C2,10+ years,MORTGAGE,70000,Verified,Fully Paid,6.21,0,1-Sep,1,,,6,0,12377,89,14,0,0,23996.94,23996.94,20000,3996.94,0,0,0,8922.33,16-Jan
9750, 36 months,7.51,303.34,A,A3,4 years,RENT,35000,Not Verified,Charged Off,29.04,0,Sep-96,1,,,9,0,13275,51.7,19,0,0,5150.83,5150.83,4327.31,823.52,0,0,0,303.34,16-Jan
